n,logger,Ring,Breast,Cheek,Secondary,Date,Month,Longsm2,Lat60sm2,Period
2606,6539,EW44532,123,124,125,01/02/08,February,5.025,57.42517225,Spring
2607,6539,EW44532,123,124,125,02/02/08,February,5.04,57.16563929,Spring
2608,6539,EW44532,123,124,125,02/02/08,February,5.06,57.05590541,Spring
2609,6539,EW44532,123,124,125,03/02/08,February,5.3325,57.57420684,Spring
2610,6539,EW44532,123,124,125,03/02/08,February,5.43,58.45389669,Spring
2611,6539,EW44532,123,124,125,04/02/08,February,5.6,59.09198285,Spring
2612,6539,EW44532,123,124,125,04/02/08,February,5.815,59.38996405,Spring
2613,6539,EW44532,123,124,125,05/02/08,February,5.5675,59.1269777,Spring
2614,6539,EW44532,123,124,125,06/02/08,February,4.79,57.81223424,Spring
2615,6539,EW44532,123,124,125,01/04/08,April,-1.9,58.18334215,Spring
2616,6539,EW44532,123,124,125,01/04/08,April,-2.005,57.68067916,Spring
2617,6539,EW44532,123,124,125,02/04/08,April,-2.5175,57.53805288,Spring
2618,6539,EW44532,123,124,125,02/04/08,April,-2.935,57.62566354,Spring
2619,6539,EW44532,123,124,125,03/04/08,April,-2.7725,57.78292518,Spring
2620,6539,EW44532,123,124,125,03/04/08,April,-1.865,58.15864912,Spring
2621,6539,EW44532,123,124,125,04/04/08,April,-0.9575,57.8416762,Spring
2622,6539,EW44532,123,124,125,04/04/08,April,-0.99,56.91830654,Spring
2623,6539,EW44532,123,124,125,05/04/08,April,-1.9275,56.38372138,Spring
2624,6539,EW44532,123,124,125,05/04/08,April,-2.325,56.20849699,Spring
2625,6539,EW44532,123,124,125,07/04/08,April,-1.52,56.44711279,Spring
2626,6539,EW44532,123,124,125,07/04/08,April,-0.9325,56.83813894,Spring
2627,6539,EW44532,123,124,125,08/04/08,April,-0.9525,56.72858821,Spring
2628,6539,EW44532,123,124,125,08/04/08,April,-1.3275,56.40608128,Spring
2629,6539,EW44532,123,124,125,09/04/08,April,-2.1225,56.36794898,Spring
2630,6539,EW44532,123,124,125,09/04/08,April,-2.9925,56.45440185,Spring
2631,6539,EW44532,123,124,125,10/04/08,April,-3.5975,56.65067717,Spring
2632,6539,EW44532,123,124,125,10/04/08,April,-3.7225,57.00304752,Spring
2633,6539,EW44532,123,124,125,11/04/08,April,-3.67,57.07569213,Spring
2634,6539,EW44532,123,124,125,11/04/08,April,-3.3875,57.27232526,Spring
2635,6539,EW44532,123,124,125,13/04/08,April,-2.5875,57.78709647,Spring
2636,6539,EW44532,123,124,125,13/04/08,April,-2.0675,57.93692206,Spring
2637,6539,EW44532,123,124,125,14/04/08,April,-2.5625,57.80322889,Spring
2638,6539,EW44532,123,124,125,14/04/08,April,-3.4475,57.47509087,Spring
2639,6539,EW44532,123,124,125,15/04/08,April,-3.655,57.24036347,Spring
2640,6539,EW44532,123,124,125,15/04/08,April,-3.23,57.43796911,Spring
2641,6539,EW44532,123,124,125,16/04/08,April,-3.2275,57.37137679,Spring
2642,6539,EW44532,123,124,125,16/04/08,April,-3.7075,56.73783965,Spring
2643,6539,EW44532,123,124,125,17/04/08,April,-3.7175,56.23559812,Spring
2644,6539,EW44532,123,124,125,17/04/08,April,-3.6225,56.25806554,Spring
2645,6539,EW44532,123,124,125,18/04/08,April,-3.6825,56.83354125,Spring
2646,6539,EW44532,123,124,125,18/04/08,April,-3.245,57.68528414,Spring
2647,6539,EW44532,123,124,125,19/04/08,April,-3.1875,57.8726021,Spring
2648,6539,EW44532,123,124,125,19/04/08,April,-3.82,57.25830931,Spring
2649,6539,EW44532,123,124,125,20/04/08,April,-4.165,56.6333133,Spring
2650,6539,EW44532,123,124,125,20/04/08,April,-4.2275,56.25361143,Spring
2651,6539,EW44532,123,124,125,21/04/08,April,-3.9475,56.16656013,Spring
2652,6539,EW44532,123,124,125,21/04/08,April,-3.3125,56.38743496,Spring
2653,6539,EW44532,123,124,125,22/04/08,April,-3,56.49050654,Spring
2654,6539,EW44532,123,124,125,22/04/08,April,-3.0175,56.29795342,Spring
2655,6539,EW44532,123,124,125,23/04/08,April,-2.7825,56.16590922,Spring
2656,6539,EW44532,123,124,125,23/04/08,April,-2.8425,56.37809045,Spring
2657,6539,EW44532,123,124,125,24/04/08,April,-3.1325,56.73032428,Spring
2658,6539,EW44532,123,124,125,25/04/08,April,-2.56,56.76113875,Spring
2659,6539,EW44532,123,124,125,26/04/08,April,-2.04,56.44841918,Spring
2660,6539,EW44532,123,124,125,27/04/08,April,-2.04,56.3146901,Spring
2661,6539,EW44532,123,124,125,27/04/08,April,-1.9725,56.33684525,Spring
2662,6539,EW44532,123,124,125,28/04/08,April,-2.12,56.15521536,Spring
2663,6539,EW44532,123,124,125,28/04/08,April,-2.755,55.89411665,Spring
2664,6539,EW44532,123,124,125,29/04/08,April,-3.7325,55.77255107,Spring
2665,6539,EW44532,123,124,125,29/04/08,April,-4.6275,55.72978785,Spring
2667,6539,EW44532,123,124,125,30/04/08,April,-4.19,56.43810496,Spring
3288,6554,EW44533,126,127,128,17/07/07,July,-3.92,55.7009125,Autumn
3289,6554,EW44533,126,127,128,17/07/07,July,-3.7,55.42050295,Autumn
3290,6554,EW44533,126,127,128,18/07/07,July,-3.4175,55.20651007,Autumn
3291,6554,EW44533,126,127,128,20/07/07,July,-3.755,54.94361112,Autumn
3292,6554,EW44533,126,127,128,22/07/07,July,-3.7875,55.14316161,Autumn
3293,6554,EW44533,126,127,128,23/07/07,July,-3.5475,55.67481785,Autumn
3294,6554,EW44533,126,127,128,23/07/07,July,-3.8225,55.70072762,Autumn
3295,6554,EW44533,126,127,128,24/07/07,July,-4.225,55.44000733,Autumn
3296,6554,EW44533,126,127,128,24/07/07,July,-4.485,55.371515,Autumn
3297,6554,EW44533,126,127,128,26/07/07,July,-4.0075,55.45877923,Autumn
3298,6554,EW44533,126,127,128,26/07/07,July,-3.025,55.56701688,Autumn
3299,6554,EW44533,126,127,128,27/07/07,July,-2.6,55.73016442,Autumn
3300,6554,EW44533,126,127,128,27/07/07,July,-2.7725,55.92624696,Autumn
3301,6554,EW44533,126,127,128,29/07/07,July,-3.2325,55.7380397,Autumn
3302,6554,EW44533,126,127,128,31/07/07,July,-3.9875,55.34820865,Autumn
3304,6554,EW44533,126,127,128,01/08/07,August,-4.6175,55.81687277,Autumn
3305,6554,EW44533,126,127,128,01/08/07,August,-3.7025,56.11421676,Autumn
3306,6554,EW44533,126,127,128,02/08/07,August,-3.2725,56.23899177,Autumn
3307,6554,EW44533,126,127,128,02/08/07,August,-3.345,55.98470311,Autumn
3308,6554,EW44533,126,127,128,03/08/07,August,-3.355,55.55239217,Autumn
3309,6554,EW44533,126,127,128,03/08/07,August,-3.9375,55.14061243,Autumn
3310,6554,EW44533,126,127,128,04/08/07,August,-4.81,55.14940751,Autumn
3314,6554,EW44533,126,127,128,07/08/07,August,-4.2875,55.03950814,Autumn
3315,6554,EW44533,126,127,128,07/08/07,August,-2.965,55.10952264,Autumn
3316,6554,EW44533,126,127,128,08/08/07,August,-2.87,55.94163433,Autumn
3317,6554,EW44533,126,127,128,08/08/07,August,-2.68,56.78952911,Autumn
3318,6554,EW44533,126,127,128,09/08/07,August,-2.1975,56.87470934,Autumn
3319,6554,EW44533,126,127,128,09/08/07,August,-2.77,56.4876366,Autumn
3320,6554,EW44533,126,127,128,10/08/07,August,-3.8125,56.39885912,Autumn
3321,6554,EW44533,126,127,128,12/08/07,August,-4.4425,56.81852118,Autumn
3322,6554,EW44533,126,127,128,13/08/07,August,-4.4925,56.85907729,Autumn
3323,6554,EW44533,126,127,128,14/08/07,August,-4.22,55.42864992,Autumn
3326,6554,EW44533,126,127,128,15/08/07,August,-4.075,55.01894847,Autumn
3327,6554,EW44533,126,127,128,16/08/07,August,-3.665,55.29664273,Autumn
3329,6554,EW44533,126,127,128,17/08/07,August,-3.2875,54.45296184,Autumn
3330,6554,EW44533,126,127,128,17/08/07,August,-2.575,54.51321579,Autumn
3331,6554,EW44533,126,127,128,18/08/07,August,-2.5875,54.64950045,Autumn
3332,6554,EW44533,126,127,128,18/08/07,August,-2.775,54.47336893,Autumn
3333,6554,EW44533,126,127,128,19/08/07,August,-2.41,54.0718578,Autumn
3334,6554,EW44533,126,127,128,19/08/07,August,-2.0925,53.79654871,Autumn
3335,6554,EW44533,126,127,128,20/08/07,August,-2.185,53.81690284,Autumn
3336,6554,EW44533,126,127,128,20/08/07,August,-2.5525,54.00103107,Autumn
3340,6554,EW44533,126,127,128,22/08/07,August,-2.855,54.82493663,Autumn
3341,6554,EW44533,126,127,128,23/08/07,August,-3.235,55.85589317,Autumn
3342,6554,EW44533,126,127,128,23/08/07,August,-3.6975,56.66931871,Autumn
3343,6554,EW44533,126,127,128,24/08/07,August,-3.6375,57.07611293,Autumn
3344,6554,EW44533,126,127,128,24/08/07,August,-3.1275,57.26706339,Autumn
3345,6554,EW44533,126,127,128,25/08/07,August,-2.6925,56.94535358,Autumn
3346,6554,EW44533,126,127,128,25/08/07,August,-3.095,56.17139283,Autumn
3347,6554,EW44533,126,127,128,26/08/07,August,-3.65,55.86603809,Autumn
3348,6554,EW44533,126,127,128,26/08/07,August,-3.505,55.98189205,Autumn
3349,6554,EW44533,126,127,128,27/08/07,August,-2.67,55.50236,Autumn
3350,6554,EW44533,126,127,128,28/08/07,August,-1.8625,54.77500855,Autumn
3351,6554,EW44533,126,127,128,29/08/07,August,-1.825,54.6727312,Autumn
3352,6554,EW44533,126,127,128,29/08/07,August,-2.335,54.6379928,Autumn
3353,6554,EW44533,126,127,128,30/08/07,August,-2.41,54.83481421,Autumn
3354,6554,EW44533,126,127,128,30/08/07,August,-1.9325,55.67615413,Autumn
3355,6554,EW44533,126,127,128,31/08/07,August,-2.0275,56.1669068,Autumn
3356,6554,EW44533,126,127,128,31/08/07,August,-2.765,55.95208868,Autumn
3357,6554,EW44533,126,127,128,01/09/07,September,-3.195,55.8393559,Autumn
3358,6554,EW44533,126,127,128,01/09/07,September,-3.22,56.11871537,Autumn
3359,6554,EW44533,126,127,128,02/09/07,September,-3.1,56.50639886,Autumn
3360,6554,EW44533,126,127,128,02/09/07,September,-2.875,56.92427875,Autumn
3361,6554,EW44533,126,127,128,03/09/07,September,-2.7575,57.24158891,Autumn
3362,6554,EW44533,126,127,128,03/09/07,September,-2.76,56.33487804,Autumn
3363,6554,EW44533,126,127,128,05/09/07,September,-2.7175,54.8856397,Autumn
3364,6554,EW44533,126,127,128,05/09/07,September,-2.4075,54.97635223,Autumn
3365,6554,EW44533,126,127,128,06/09/07,September,-1.8175,55.29004695,Autumn
3366,6554,EW44533,126,127,128,06/09/07,September,-1.6525,55.07890737,Autumn
3367,6554,EW44533,126,127,128,07/09/07,September,-2.295,55.22972305,Autumn
3368,6554,EW44533,126,127,128,07/09/07,September,-3.095,55.2796989,Autumn
3369,6554,EW44533,126,127,128,08/09/07,September,-3.4025,55.23810619,Autumn
3370,6554,EW44533,126,127,128,08/09/07,September,-3.1025,55.34782262,Autumn
3371,6554,EW44533,126,127,128,09/09/07,September,-2.3525,55.31196658,Autumn
3372,6554,EW44533,126,127,128,09/09/07,September,-2.045,55.48807672,Autumn
3373,6554,EW44533,126,127,128,10/09/07,September,-2.5475,56.04397027,Autumn
3374,6554,EW44533,126,127,128,11/09/07,September,-2.9875,56.20258757,Autumn
3375,6554,EW44533,126,127,128,12/09/07,September,-3.2925,55.88972824,Autumn
3376,6554,EW44533,126,127,128,12/09/07,September,-3.13,55.28535578,Autumn
3377,6554,EW44533,126,127,128,13/09/07,September,-2.6975,54.52195246,Autumn
3381,6554,EW44533,126,127,128,26/10/07,October,5.56,61.7455231,Winter
3382,6554,EW44533,126,127,128,27/10/07,October,5.52,61.35883351,Winter
3383,6554,EW44533,126,127,128,27/10/07,October,5.935,60.93437144,Winter
3384,6554,EW44533,126,127,128,28/10/07,October,6.9125,60.68680163,Winter
3385,6554,EW44533,126,127,128,28/10/07,October,7.435,60.2057122,Winter
3386,6554,EW44533,126,127,128,29/10/07,October,7.2375,59.09161136,Winter
3387,6554,EW44533,126,127,128,30/10/07,October,7.41,58.23810618,Winter
3388,6554,EW44533,126,127,128,31/10/07,October,7.885,58.01616131,Winter
3389,6554,EW44533,126,127,128,31/10/07,October,7.9875,57.75471958,Winter
3390,6554,EW44533,126,127,128,01/11/07,November,8.28,57.45245334,Winter
3391,6554,EW44533,126,127,128,02/11/07,November,9.0075,57.39837303,Winter
3392,6554,EW44533,126,127,128,03/11/07,November,9.235,57.05548184,Winter
3393,6554,EW44533,126,127,128,03/11/07,November,9.1025,56.42499438,Winter
3394,6554,EW44533,126,127,128,04/11/07,November,9.065,56.09908945,Winter
3395,6554,EW44533,126,127,128,04/11/07,November,8.865,56.68300786,Winter
3396,6554,EW44533,126,127,128,06/11/07,November,8.605,57.36429952,Winter
3397,6554,EW44533,126,127,128,06/11/07,November,8.785,56.93398409,Winter
3398,6554,EW44533,126,127,128,07/11/07,November,9.1025,57.01429276,Winter
3399,6554,EW44533,126,127,128,07/11/07,November,8.855,58.10230556,Winter
3400,6554,EW44533,126,127,128,08/11/07,November,8.2375,58.86983494,Winter
3401,6554,EW44533,126,127,128,08/11/07,November,7.565,59.36732103,Winter
3402,6554,EW44533,126,127,128,09/11/07,November,7.5575,59.30205461,Winter
3403,6554,EW44533,126,127,128,09/11/07,November,8.385,58.4790978,Winter
3404,6554,EW44533,126,127,128,10/11/07,November,9,57.96912346,Winter
3405,6554,EW44533,126,127,128,10/11/07,November,8.775,57.92889315,Winter
3406,6554,EW44533,126,127,128,11/11/07,November,7.905,57.62972617,Winter
3407,6554,EW44533,126,127,128,11/11/07,November,7.395,57.37819815,Winter
3408,6554,EW44533,126,127,128,12/11/07,November,7.655,57.69627273,Winter
3409,6554,EW44533,126,127,128,12/11/07,November,7.9325,58.14193102,Winter
3410,6554,EW44533,126,127,128,13/11/07,November,7.42,58.12469458,Winter
3411,6554,EW44533,126,127,128,14/11/07,November,6.385,57.71443682,Winter
3412,6554,EW44533,126,127,128,15/11/07,November,5.9,57.47655544,Winter
3413,6554,EW44533,126,127,128,15/11/07,November,5.96,57.67189602,Winter
3414,6554,EW44533,126,127,128,16/11/07,November,6.06,58.09166955,Winter
3415,6554,EW44533,126,127,128,16/11/07,November,5.7175,58.43464723,Winter
3416,6554,EW44533,126,127,128,17/11/07,November,4.79,58.45570733,Winter
3417,6554,EW44533,126,127,128,17/11/07,November,3.88,58.39023105,Winter
3418,6554,EW44533,126,127,128,18/11/07,November,3.63,58.20949959,Winter
3419,6554,EW44533,126,127,128,18/11/07,November,4.525,57.87107185,Winter
3420,6554,EW44533,126,127,128,19/11/07,November,5.4225,58.49896194,Winter
3421,6554,EW44533,126,127,128,19/11/07,November,4.7675,59.94988328,Winter
3422,6554,EW44533,126,127,128,20/11/07,November,3.72,60.41199561,Winter
3423,6554,EW44533,126,127,128,20/11/07,November,3.78,59.99547679,Winter
3424,6554,EW44533,126,127,128,21/11/07,November,4.6425,59.87007248,Winter
3425,6554,EW44533,126,127,128,21/11/07,November,5.3325,59.85845531,Winter
3426,6554,EW44533,126,127,128,22/11/07,November,5.31,59.68870901,Winter
3427,6554,EW44533,126,127,128,22/11/07,November,4.4175,59.46001166,Winter
3428,6554,EW44533,126,127,128,23/11/07,November,3.14,58.75765919,Winter
3429,6554,EW44533,126,127,128,23/11/07,November,2.8275,57.81838798,Winter
3430,6554,EW44533,126,127,128,24/11/07,November,3.6725,57.39803057,Winter
3431,6554,EW44533,126,127,128,24/11/07,November,4.9375,57.23856177,Winter
3432,6554,EW44533,126,127,128,25/11/07,November,6.24,57.11025585,Winter
3433,6554,EW44533,126,127,128,25/11/07,November,6.87,56.91570145,Winter
3434,6554,EW44533,126,127,128,26/11/07,November,6.6475,56.28229356,Winter
3435,6554,EW44533,126,127,128,26/11/07,November,6.7175,55.60389792,Winter
3436,6554,EW44533,126,127,128,27/11/07,November,6.635,55.97760017,Winter
3437,6554,EW44533,126,127,128,27/11/07,November,6.2325,57.435085,Winter
3438,6554,EW44533,126,127,128,28/11/07,November,7.185,58.69625957,Winter
3439,6554,EW44533,126,127,128,28/11/07,November,8.575,59.10261568,Winter
3440,6554,EW44533,126,127,128,29/11/07,November,9.34,58.82488614,Winter
3441,6554,EW44533,126,127,128,29/11/07,November,9.93,58.24771108,Winter
3442,6554,EW44533,126,127,128,30/11/07,November,9.2175,58.28187309,Winter
3443,6554,EW44533,126,127,128,30/11/07,November,7.41,59.24650393,Winter
3444,6554,EW44533,126,127,128,01/12/07,December,7.2375,59.71668699,Winter
3445,6554,EW44533,126,127,128,01/12/07,December,8.5475,59.01395829,Winter
3446,6554,EW44533,126,127,128,02/12/07,December,9.125,58.27324013,Winter
3447,6554,EW44533,126,127,128,02/12/07,December,9.35,58.1134308,Winter
3448,6554,EW44533,126,127,128,03/12/07,December,10.2125,58.2061341,Winter
3449,6554,EW44533,126,127,128,03/12/07,December,11.0625,58.15137641,Winter
3450,6554,EW44533,126,127,128,04/12/07,December,10.535,58.34224748,Winter
3451,6554,EW44533,126,127,128,04/12/07,December,9.2875,59.24342083,Winter
3452,6554,EW44533,126,127,128,05/12/07,December,9.4675,60.04012792,Winter
3453,6554,EW44533,126,127,128,05/12/07,December,10.12,60.05549466,Winter
3454,6554,EW44533,126,127,128,06/12/07,December,9.56,59.6873605,Winter
3455,6554,EW44533,126,127,128,06/12/07,December,8.7225,59.49574945,Winter
3456,6554,EW44533,126,127,128,07/12/07,December,8.72,59.39480775,Winter
3457,6554,EW44533,126,127,128,07/12/07,December,9.275,59.08174922,Winter
3458,6554,EW44533,126,127,128,08/12/07,December,9.3575,58.93814358,Winter
3459,6554,EW44533,126,127,128,08/12/07,December,9.1775,59.23833548,Winter
3460,6554,EW44533,126,127,128,09/12/07,December,9.45,59.71048921,Winter
3461,6554,EW44533,126,127,128,09/12/07,December,9.3825,60.03256107,Winter
3462,6554,EW44533,126,127,128,10/12/07,December,8.875,59.88955671,Winter
3463,6554,EW44533,126,127,128,10/12/07,December,8.44,59.40540468,Winter
3464,6554,EW44533,126,127,128,11/12/07,December,7.9275,58.88070832,Winter
3465,6554,EW44533,126,127,128,11/12/07,December,7.9775,58.48972181,Winter
3466,6554,EW44533,126,127,128,12/12/07,December,8.65,58.54279732,Winter
3467,6554,EW44533,126,127,128,12/12/07,December,8.71,58.75592895,Winter
3468,6554,EW44533,126,127,128,13/12/07,December,8.0625,58.54422392,Winter
3469,6554,EW44533,126,127,128,13/12/07,December,7.755,58.16069491,Winter
3470,6554,EW44533,126,127,128,14/12/07,December,7.68,58.19751944,Winter
3471,6554,EW44533,126,127,128,14/12/07,December,7.2675,58.54970736,Winter
3472,6554,EW44533,126,127,128,15/12/07,December,6.825,58.76830038,Winter
3473,6554,EW44533,126,127,128,15/12/07,December,6.225,58.76487534,Winter
3474,6554,EW44533,126,127,128,16/12/07,December,5.8725,58.25748039,Winter
3475,6554,EW44533,126,127,128,16/12/07,December,6.5525,57.31769029,Winter
3476,6554,EW44533,126,127,128,17/12/07,December,7.0475,57.00387496,Winter
3477,6554,EW44533,126,127,128,17/12/07,December,6.6425,57.44038897,Winter
3478,6554,EW44533,126,127,128,18/12/07,December,6,57.88660163,Winter
3479,6554,EW44533,126,127,128,18/12/07,December,5.3325,58.23259525,Winter
3480,6554,EW44533,126,127,128,19/12/07,December,5.2625,58.27996707,Winter
3481,6554,EW44533,126,127,128,19/12/07,December,5.5,57.83027571,Winter
3482,6554,EW44533,126,127,128,20/12/07,December,4.8825,57.32565618,Winter
3483,6554,EW44533,126,127,128,20/12/07,December,4.355,57.24178512,Winter
3484,6554,EW44533,126,127,128,21/12/07,December,4.48,57.7795071,Winter
3485,6554,EW44533,126,127,128,21/12/07,December,4.2475,58.57215431,Winter
3486,6554,EW44533,126,127,128,22/12/07,December,4.2775,58.79726406,Winter
3487,6554,EW44533,126,127,128,22/12/07,December,4.67,58.36063511,Winter
3488,6554,EW44533,126,127,128,23/12/07,December,4.1725,57.93183675,Winter
3489,6554,EW44533,126,127,128,23/12/07,December,3.6875,57.97187466,Winter
3490,6554,EW44533,126,127,128,24/12/07,December,4.13,58.47829825,Winter
3491,6554,EW44533,126,127,128,24/12/07,December,3.94,58.92018951,Winter
3492,6554,EW44533,126,127,128,25/12/07,December,3.16,58.49179484,Winter
3493,6554,EW44533,126,127,128,25/12/07,December,3.4025,57.51844136,Winter
3494,6554,EW44533,126,127,128,26/12/07,December,3.8125,57.26245474,Winter
3495,6554,EW44533,126,127,128,26/12/07,December,3.375,57.70218202,Winter
3496,6554,EW44533,126,127,128,27/12/07,December,2.85,57.91488172,Winter
3497,6554,EW44533,126,127,128,27/12/07,December,2.55,57.79783179,Winter
3498,6554,EW44533,126,127,128,28/12/07,December,2.2975,57.60442149,Winter
3499,6554,EW44533,126,127,128,28/12/07,December,2.2725,57.41591792,Winter
3500,6554,EW44533,126,127,128,29/12/07,December,2.6775,57.21799845,Winter
3501,6554,EW44533,126,127,128,29/12/07,December,3.0775,56.85779353,Winter
3502,6554,EW44533,126,127,128,30/12/07,December,2.935,56.3902576,Winter
3503,6554,EW44533,126,127,128,30/12/07,December,2.71,56.05666518,Winter
3504,6554,EW44533,126,127,128,31/12/07,December,2.3825,56.1435786,Winter
3505,6554,EW44533,126,127,128,31/12/07,December,1.7125,56.59834212,Winter
3506,6554,EW44533,126,127,128,01/01/08,January,1.235,56.96719598,Spring
3507,6554,EW44533,126,127,128,01/01/08,January,1.0725,57.14988017,Spring
3508,6554,EW44533,126,127,128,02/01/08,January,0.935,57.38516331,Spring
3509,6554,EW44533,126,127,128,02/01/08,January,1.0525,57.7899915,Spring
3510,6554,EW44533,126,127,128,03/01/08,January,1.305,58.52183246,Spring
3511,6554,EW44533,126,127,128,03/01/08,January,1.34,59.51376966,Spring
3512,6554,EW44533,126,127,128,04/01/08,January,1.9175,60.21693257,Spring
3513,6554,EW44533,126,127,128,04/01/08,January,2.39,60.3666165,Spring
3514,6554,EW44533,126,127,128,05/01/08,January,2.33,59.86517338,Spring
3515,6554,EW44533,126,127,128,05/01/08,January,2.49,58.92514016,Spring
3516,6554,EW44533,126,127,128,06/01/08,January,2.3625,58.14289658,Spring
3517,6554,EW44533,126,127,128,06/01/08,January,2.16,57.69962874,Spring
3518,6554,EW44533,126,127,128,07/01/08,January,2.5175,57.39974617,Spring
3519,6554,EW44533,126,127,128,07/01/08,January,3.1775,57.03340955,Spring
3520,6554,EW44533,126,127,128,08/01/08,January,3.5425,56.80321235,Spring
3521,6554,EW44533,126,127,128,08/01/08,January,3.5825,56.85451499,Spring
3522,6554,EW44533,126,127,128,09/01/08,January,3.61,56.99182335,Spring
3523,6554,EW44533,126,127,128,09/01/08,January,3.955,57.2198438,Spring
3524,6554,EW44533,126,127,128,10/01/08,January,4.685,57.68626006,Spring
3525,6554,EW44533,126,127,128,10/01/08,January,4.8175,58.1290187,Spring
3526,6554,EW44533,126,127,128,11/01/08,January,3.835,58.28132313,Spring
3527,6554,EW44533,126,127,128,11/01/08,January,2.46,58.44333362,Spring
3528,6554,EW44533,126,127,128,12/01/08,January,1.6725,58.47705105,Spring
3529,6554,EW44533,126,127,128,12/01/08,January,1.695,58.20397292,Spring
3530,6554,EW44533,126,127,128,13/01/08,January,1.9,58.10021729,Spring
3531,6554,EW44533,126,127,128,13/01/08,January,2.2,58.29662739,Spring
3532,6554,EW44533,126,127,128,14/01/08,January,2.7,58.68600254,Spring
3533,6554,EW44533,126,127,128,14/01/08,January,2.705,59.07085754,Spring
3534,6554,EW44533,126,127,128,15/01/08,January,2.475,58.90176821,Spring
3535,6554,EW44533,126,127,128,15/01/08,January,2.7225,58.28839357,Spring
3536,6554,EW44533,126,127,128,16/01/08,January,3.24,57.74215686,Spring
3537,6554,EW44533,126,127,128,16/01/08,January,3.875,57.27495619,Spring
3538,6554,EW44533,126,127,128,17/01/08,January,4.21,57.08397465,Spring
3539,6554,EW44533,126,127,128,17/01/08,January,4.2925,57.30216071,Spring
3540,6554,EW44533,126,127,128,18/01/08,January,4.6425,57.62762585,Spring
3541,6554,EW44533,126,127,128,18/01/08,January,4.585,57.72782363,Spring
3542,6554,EW44533,126,127,128,19/01/08,January,3.7575,57.39382499,Spring
3543,6554,EW44533,126,127,128,19/01/08,January,3.145,57.00338417,Spring
3544,6554,EW44533,126,127,128,20/01/08,January,3.445,56.73708295,Spring
3545,6554,EW44533,126,127,128,20/01/08,January,4.0625,56.21279633,Spring
3546,6554,EW44533,126,127,128,21/01/08,January,4.05,55.68442598,Spring
3547,6554,EW44533,126,127,128,21/01/08,January,3.9175,55.612239,Spring
3548,6554,EW44533,126,127,128,22/01/08,January,3.83,56.2569101,Spring
3549,6554,EW44533,126,127,128,22/01/08,January,3.025,57.31452019,Spring
3550,6554,EW44533,126,127,128,23/01/08,January,2.295,57.66589043,Spring
3551,6554,EW44533,126,127,128,23/01/08,January,2.2875,57.27589375,Spring
3552,6554,EW44533,126,127,128,24/01/08,January,2.6375,56.85352242,Spring
3553,6554,EW44533,126,127,128,24/01/08,January,3.165,56.45101846,Spring
3554,6554,EW44533,126,127,128,25/01/08,January,3.2025,56.46141041,Spring
3555,6554,EW44533,126,127,128,25/01/08,January,2.7375,57.09993711,Spring
3556,6554,EW44533,126,127,128,26/01/08,January,3.1525,57.29641125,Spring
3557,6554,EW44533,126,127,128,26/01/08,January,4.1475,56.48322267,Spring
3558,6554,EW44533,126,127,128,27/01/08,January,4.0075,55.749126,Spring
3559,6554,EW44533,126,127,128,27/01/08,January,2.9025,55.74941353,Spring
3560,6554,EW44533,126,127,128,28/01/08,January,2.4675,55.85160835,Spring
3561,6554,EW44533,126,127,128,29/01/08,January,2.91,55.74449157,Spring
3562,6554,EW44533,126,127,128,30/01/08,January,2.6025,55.86445889,Spring
3563,6554,EW44533,126,127,128,30/01/08,January,1.665,56.45603968,Spring
3564,6554,EW44533,126,127,128,31/01/08,January,1.7675,56.73932479,Spring
3565,6554,EW44533,126,127,128,31/01/08,January,2.8925,56.2827478,Spring
3566,6554,EW44533,126,127,128,01/02/08,February,3.7675,56.20008541,Spring
3567,6554,EW44533,126,127,128,01/02/08,February,3.5025,56.63523161,Spring
3568,6554,EW44533,126,127,128,02/02/08,February,2.6025,56.3029887,Spring
3569,6554,EW44533,126,127,128,02/02/08,February,2.0975,55.40425954,Spring
3570,6554,EW44533,126,127,128,03/02/08,February,2.145,54.74072056,Spring
3571,6554,EW44533,126,127,128,03/02/08,February,2.5775,54.1850727,Spring
3572,6554,EW44533,126,127,128,04/02/08,February,2.9725,54.05252042,Spring
3573,6554,EW44533,126,127,128,04/02/08,February,3.29,54.52395475,Spring
3574,6554,EW44533,126,127,128,05/02/08,February,4.0075,55.04846384,Spring
3575,6554,EW44533,126,127,128,05/02/08,February,4.7825,55.24517082,Spring
3576,6554,EW44533,126,127,128,06/02/08,February,4.5575,55.87325765,Spring
3577,6554,EW44533,126,127,128,06/02/08,February,3.2525,57.37422998,Spring
3578,6554,EW44533,126,127,128,07/02/08,February,2.4925,57.95323706,Spring
3579,6554,EW44533,126,127,128,07/02/08,February,3.0875,57.26119274,Spring
3580,6554,EW44533,126,127,128,08/02/08,February,3.935,57.30114196,Spring
3581,6554,EW44533,126,127,128,08/02/08,February,3.65,57.92982089,Spring
3582,6554,EW44533,126,127,128,09/02/08,February,2.9525,57.77316426,Spring
3583,6554,EW44533,126,127,128,10/02/08,February,3.265,57.43176131,Spring
3584,6554,EW44533,126,127,128,11/02/08,February,3.8175,57.52074731,Spring
3585,6554,EW44533,126,127,128,11/02/08,February,4.0675,57.59053843,Spring
3586,6554,EW44533,126,127,128,12/02/08,February,4.15,57.81231898,Spring
3587,6554,EW44533,126,127,128,12/02/08,February,3.98,58.19211207,Spring
