n,logger,Ring,Breast,Cheek,Secondary,Date,Month,Longsm2,Lat60sm2,Period
3644,6555,EW44528,120,121,122,16/07/07,July,-4.12,56.21840781,Autumn
3645,6555,EW44528,120,121,122,16/07/07,July,-3.3475,56.10725885,Autumn
3646,6555,EW44528,120,121,122,17/07/07,July,-2.61,55.67213128,Autumn
3647,6555,EW44528,120,121,122,18/07/07,July,-2.5575,54.95371829,Autumn
3648,6555,EW44528,120,121,122,19/07/07,July,-2.8575,54.67159944,Autumn
3649,6555,EW44528,120,121,122,19/07/07,July,-3.065,54.97694842,Autumn
3650,6555,EW44528,120,121,122,20/07/07,July,-2.635,55.68337334,Autumn
3651,6555,EW44528,120,121,122,21/07/07,July,-2.2975,55.92634654,Autumn
3652,6555,EW44528,120,121,122,21/07/07,July,-3.005,55.90081067,Autumn
3653,6555,EW44528,120,121,122,22/07/07,July,-3.3325,56.57309754,Autumn
3654,6555,EW44528,120,121,122,23/07/07,July,-3.1075,57.01090801,Autumn
3655,6555,EW44528,120,121,122,23/07/07,July,-3.38,56.79736815,Autumn
3656,6555,EW44528,120,121,122,24/07/07,July,-3.285,56.77645799,Autumn
3657,6555,EW44528,120,121,122,24/07/07,July,-2.5625,57.09672206,Autumn
3658,6555,EW44528,120,121,122,25/07/07,July,-2.315,57.3647905,Autumn
3659,6555,EW44528,120,121,122,25/07/07,July,-2.4175,57.43211239,Autumn
3660,6555,EW44528,120,121,122,26/07/07,July,-1.9725,57.51757503,Autumn
3661,6555,EW44528,120,121,122,26/07/07,July,-1.4925,57.49599073,Autumn
3662,6555,EW44528,120,121,122,27/07/07,July,-1.4975,57.1973159,Autumn
3663,6555,EW44528,120,121,122,28/07/07,July,-1.365,56.88799166,Autumn
3664,6555,EW44528,120,121,122,28/07/07,July,-1.3975,56.77185248,Autumn
3665,6555,EW44528,120,121,122,29/07/07,July,-2.31,56.74417919,Autumn
3666,6555,EW44528,120,121,122,29/07/07,July,-3.3075,56.55713728,Autumn
3667,6555,EW44528,120,121,122,30/07/07,July,-3.415,56.26029018,Autumn
3668,6555,EW44528,120,121,122,30/07/07,July,-3.0275,56.05191477,Autumn
3669,6555,EW44528,120,121,122,31/07/07,July,-2.5675,55.9294108,Autumn
3670,6555,EW44528,120,121,122,31/07/07,July,-2.4525,55.89807127,Autumn
3671,6555,EW44528,120,121,122,01/08/07,August,-2.77,56.08849193,Autumn
3672,6555,EW44528,120,121,122,01/08/07,August,-2.78,56.37017299,Autumn
3673,6555,EW44528,120,121,122,02/08/07,August,-3.0575,56.24418986,Autumn
3674,6555,EW44528,120,121,122,02/08/07,August,-3.7925,55.63713144,Autumn
3675,6555,EW44528,120,121,122,03/08/07,August,-3.55,55.16557705,Autumn
3676,6555,EW44528,120,121,122,03/08/07,August,-2.9825,55.19817825,Autumn
3677,6555,EW44528,120,121,122,04/08/07,August,-3.505,55.44489258,Autumn
3678,6555,EW44528,120,121,122,04/08/07,August,-4.465,55.53974611,Autumn
3680,6555,EW44528,120,121,122,06/08/07,August,-4.595,55.99588738,Autumn
3681,6555,EW44528,120,121,122,07/08/07,August,-3.56,56.27571553,Autumn
3682,6555,EW44528,120,121,122,07/08/07,August,-2.8825,56.56071841,Autumn
3683,6555,EW44528,120,121,122,08/08/07,August,-3.49,56.77409632,Autumn
3684,6555,EW44528,120,121,122,09/08/07,August,-3.7875,56.71733429,Autumn
3685,6555,EW44528,120,121,122,09/08/07,August,-2.7675,56.9467385,Autumn
3686,6555,EW44528,120,121,122,10/08/07,August,-2.5825,56.83835827,Autumn
3687,6555,EW44528,120,121,122,11/08/07,August,-3.7875,55.64293548,Autumn
3689,6555,EW44528,120,121,122,14/08/07,August,-3.78,55.35553213,Autumn
3690,6555,EW44528,120,121,122,14/08/07,August,-2.38,54.94193912,Autumn
3691,6555,EW44528,120,121,122,15/08/07,August,-1.955,55.18611513,Autumn
3692,6555,EW44528,120,121,122,15/08/07,August,-2.29,55.60396425,Autumn
3693,6555,EW44528,120,121,122,16/08/07,August,-3.0975,56.03238641,Autumn
3694,6555,EW44528,120,121,122,16/08/07,August,-3.475,56.33668225,Autumn
3695,6555,EW44528,120,121,122,17/08/07,August,-3.33,56.07080743,Autumn
3696,6555,EW44528,120,121,122,17/08/07,August,-2.9675,55.3024811,Autumn
3697,6555,EW44528,120,121,122,18/08/07,August,-2.325,55.13106615,Autumn
3698,6555,EW44528,120,121,122,19/08/07,August,-2.105,55.92442218,Autumn
3699,6555,EW44528,120,121,122,20/08/07,August,-2.2775,56.27192663,Autumn
3700,6555,EW44528,120,121,122,20/08/07,August,-2.6675,55.81085908,Autumn
3701,6555,EW44528,120,121,122,21/08/07,August,-2.99,55.52655335,Autumn
3702,6555,EW44528,120,121,122,21/08/07,August,-3.0975,55.62081028,Autumn
3703,6555,EW44528,120,121,122,22/08/07,August,-3.175,55.91110235,Autumn
3704,6555,EW44528,120,121,122,22/08/07,August,-3.055,56.30486989,Autumn
3705,6555,EW44528,120,121,122,23/08/07,August,-2.905,56.59755686,Autumn
3706,6555,EW44528,120,121,122,23/08/07,August,-2.9,56.78636959,Autumn
3707,6555,EW44528,120,121,122,24/08/07,August,-3.095,56.94293047,Autumn
3708,6555,EW44528,120,121,122,24/08/07,August,-3.1425,56.96843223,Autumn
3709,6555,EW44528,120,121,122,25/08/07,August,-2.67,56.87877749,Autumn
3710,6555,EW44528,120,121,122,25/08/07,August,-2.1325,56.89266994,Autumn
3711,6555,EW44528,120,121,122,26/08/07,August,-2.4775,56.67312598,Autumn
3712,6555,EW44528,120,121,122,26/08/07,August,-3.6375,55.92542783,Autumn
3713,6555,EW44528,120,121,122,27/08/07,August,-4.015,55.69304895,Autumn
3714,6555,EW44528,120,121,122,27/08/07,August,-3.1775,56.33060181,Autumn
3715,6555,EW44528,120,121,122,28/08/07,August,-2.44,56.63281577,Autumn
3716,6555,EW44528,120,121,122,28/08/07,August,-2.3825,56.37916454,Autumn
3717,6555,EW44528,120,121,122,29/08/07,August,-2.43,56.37454077,Autumn
3718,6555,EW44528,120,121,122,29/08/07,August,-2.0275,56.62198865,Autumn
3719,6555,EW44528,120,121,122,30/08/07,August,-1.49,56.49453181,Autumn
3720,6555,EW44528,120,121,122,30/08/07,August,-1.4375,56.08840718,Autumn
3721,6555,EW44528,120,121,122,31/08/07,August,-1.7625,55.94257735,Autumn
3722,6555,EW44528,120,121,122,31/08/07,August,-2.0675,55.96037245,Autumn
3723,6555,EW44528,120,121,122,01/09/07,September,-2.17,55.9883216,Autumn
3724,6555,EW44528,120,121,122,01/09/07,September,-2.525,56.24907048,Autumn
3725,6555,EW44528,120,121,122,02/09/07,September,-3.2525,57.00374204,Autumn
3726,6555,EW44528,120,121,122,02/09/07,September,-3.35,57.86512268,Autumn
3727,6555,EW44528,120,121,122,03/09/07,September,-3.1,57.82662296,Autumn
3728,6555,EW44528,120,121,122,03/09/07,September,-3.12,56.98828177,Autumn
3729,6555,EW44528,120,121,122,04/09/07,September,-2.6275,56.45028158,Autumn
3730,6555,EW44528,120,121,122,04/09/07,September,-2.1625,56.70923566,Autumn
3731,6555,EW44528,120,121,122,05/09/07,September,-2.705,57.42760717,Autumn
3732,6555,EW44528,120,121,122,05/09/07,September,-3.44,57.94361339,Autumn
3733,6555,EW44528,120,121,122,06/09/07,September,-3.985,57.87236991,Autumn
3734,6555,EW44528,120,121,122,06/09/07,September,-4.37,57.35356924,Autumn
3735,6555,EW44528,120,121,122,07/09/07,September,-4.245,56.68597014,Autumn
3736,6555,EW44528,120,121,122,07/09/07,September,-4.11,56.21457126,Autumn
3737,6555,EW44528,120,121,122,08/09/07,September,-4.1375,56.30524269,Autumn
3738,6555,EW44528,120,121,122,08/09/07,September,-4.1325,56.80877364,Autumn
3739,6555,EW44528,120,121,122,09/09/07,September,-4.2275,57.3993419,Autumn
3740,6555,EW44528,120,121,122,09/09/07,September,-4.04,57.86264983,Autumn
3741,6555,EW44528,120,121,122,10/09/07,September,-3.875,57.46877,Autumn
3742,6555,EW44528,120,121,122,10/09/07,September,-4.2725,56.29961308,Autumn
3743,6555,EW44528,120,121,122,11/09/07,September,-4.21,56.04323439,Autumn
3744,6555,EW44528,120,121,122,11/09/07,September,-3.5675,57.14386008,Autumn
3745,6555,EW44528,120,121,122,12/09/07,September,-3.465,58.23553912,Autumn
3746,6555,EW44528,120,121,122,12/09/07,September,-3.325,58.51887232,Autumn
3747,6555,EW44528,120,121,122,13/09/07,September,-3.16,58.09686037,Autumn
3748,6555,EW44528,120,121,122,14/09/07,September,-4.44,57.01459883,Autumn
3758,6555,EW44528,120,121,122,26/10/07,October,-8.82,61.38659156,Winter
3759,6555,EW44528,120,121,122,27/10/07,October,-7.2975,60.71306885,Winter
3760,6555,EW44528,120,121,122,28/10/07,October,-6.775,60.0175012,Winter
3761,6555,EW44528,120,121,122,28/10/07,October,-7.2975,60.10523111,Winter
3762,6555,EW44528,120,121,122,30/10/07,October,-8.3625,60.85217305,Winter
3763,6555,EW44528,120,121,122,31/10/07,October,-8.8425,61.21475872,Winter
3764,6555,EW44528,120,121,122,31/10/07,October,-8.8725,61.02232359,Winter
3765,6555,EW44528,120,121,122,01/11/07,November,-9.305,60.8085382,Winter
3766,6555,EW44528,120,121,122,01/11/07,November,-9.965,60.92606747,Winter
3767,6555,EW44528,120,121,122,02/11/07,November,-9.9875,60.67954828,Winter
3768,6555,EW44528,120,121,122,02/11/07,November,-9.4225,60.40521021,Winter
3769,6555,EW44528,120,121,122,03/11/07,November,-9.0075,60.88742922,Winter
3770,6555,EW44528,120,121,122,04/11/07,November,-8.735,61.32066986,Winter
3771,6555,EW44528,120,121,122,04/11/07,November,-8.62,61.2576176,Winter
3772,6555,EW44528,120,121,122,05/11/07,November,-8.7,60.8673133,Winter
3773,6555,EW44528,120,121,122,05/11/07,November,-8.3825,60.50775519,Winter
3774,6555,EW44528,120,121,122,06/11/07,November,-7.47,60.52863481,Winter
3775,6555,EW44528,120,121,122,06/11/07,November,-6.8625,60.5176609,Winter
3776,6555,EW44528,120,121,122,07/11/07,November,-6.8625,59.95497187,Winter
3777,6555,EW44528,120,121,122,07/11/07,November,-7.1175,59.07608803,Winter
3778,6555,EW44528,120,121,122,08/11/07,November,-7.8025,58.34094987,Winter
3779,6555,EW44528,120,121,122,08/11/07,November,-8.1725,58.11848711,Winter
3780,6555,EW44528,120,121,122,09/11/07,November,-7.97,58.81285253,Winter
3781,6555,EW44528,120,121,122,09/11/07,November,-8.2875,59.89164685,Winter
3782,6555,EW44528,120,121,122,10/11/07,November,-8.4625,59.88914491,Winter
3783,6555,EW44528,120,121,122,10/11/07,November,-7.8725,58.80530223,Winter
3784,6555,EW44528,120,121,122,11/11/07,November,-7.78,58.21003116,Winter
3785,6555,EW44528,120,121,122,11/11/07,November,-8.595,58.41532641,Winter
3786,6555,EW44528,120,121,122,12/11/07,November,-9.44,58.33792954,Winter
3787,6555,EW44528,120,121,122,12/11/07,November,-9.3475,58.00597684,Winter
3788,6555,EW44528,120,121,122,13/11/07,November,-8.735,58.53780129,Winter
3789,6555,EW44528,120,121,122,13/11/07,November,-9.0625,59.56599265,Winter
3790,6555,EW44528,120,121,122,14/11/07,November,-9.595,59.38859878,Winter
3791,6555,EW44528,120,121,122,14/11/07,November,-8.99,58.21297094,Winter
3792,6555,EW44528,120,121,122,15/11/07,November,-8.205,57.81298511,Winter
3793,6555,EW44528,120,121,122,15/11/07,November,-8.1175,58.21785273,Winter
3794,6555,EW44528,120,121,122,16/11/07,November,-8.43,58.51071964,Winter
3795,6555,EW44528,120,121,122,16/11/07,November,-9.0975,58.61133224,Winter
3796,6555,EW44528,120,121,122,17/11/07,November,-9.77,58.30479154,Winter
3797,6555,EW44528,120,121,122,17/11/07,November,-9.9075,57.64722593,Winter
3798,6555,EW44528,120,121,122,18/11/07,November,-9.8425,57.29401287,Winter
3799,6555,EW44528,120,121,122,18/11/07,November,-9.6,57.36257109,Winter
3800,6555,EW44528,120,121,122,20/11/07,November,-9.1925,57.28090612,Winter
3801,6555,EW44528,120,121,122,21/11/07,November,-9.5175,56.98619535,Winter
3802,6555,EW44528,120,121,122,21/11/07,November,-10.085,57.01865656,Winter
3803,6555,EW44528,120,121,122,22/11/07,November,-9.71,57.18400699,Winter
3804,6555,EW44528,120,121,122,22/11/07,November,-8.715,57.0798611,Winter
3805,6555,EW44528,120,121,122,23/11/07,November,-8.135,57.20839679,Winter
3806,6555,EW44528,120,121,122,23/11/07,November,-8.535,57.71418495,Winter
3807,6555,EW44528,120,121,122,24/11/07,November,-9.49,57.90534725,Winter
3808,6555,EW44528,120,121,122,24/11/07,November,-10.1875,57.89078607,Winter
3809,6555,EW44528,120,121,122,25/11/07,November,-10.3,58.01175896,Winter
3810,6555,EW44528,120,121,122,25/11/07,November,-10.01,58.1236404,Winter
3811,6555,EW44528,120,121,122,26/11/07,November,-9.62,58.29293433,Winter
3812,6555,EW44528,120,121,122,26/11/07,November,-9.3625,58.53860652,Winter
3813,6555,EW44528,120,121,122,27/11/07,November,-9.255,58.72536604,Winter
3814,6555,EW44528,120,121,122,27/11/07,November,-9.455,58.82224156,Winter
3815,6555,EW44528,120,121,122,28/11/07,November,-9.6875,58.57727689,Winter
3816,6555,EW44528,120,121,122,28/11/07,November,-9.3775,58.06394694,Winter
3817,6555,EW44528,120,121,122,29/11/07,November,-9.2175,58.04043671,Winter
3818,6555,EW44528,120,121,122,29/11/07,November,-9.7575,58.54266967,Winter
3819,6555,EW44528,120,121,122,30/11/07,November,-10.1625,58.74803578,Winter
3820,6555,EW44528,120,121,122,30/11/07,November,-10.1575,58.5184109,Winter
3821,6555,EW44528,120,121,122,01/12/07,December,-9.9175,58.11287531,Winter
3822,6555,EW44528,120,121,122,01/12/07,December,-9.42,57.57651968,Winter
3823,6555,EW44528,120,121,122,02/12/07,December,-9.06,57.16637828,Winter
3824,6555,EW44528,120,121,122,02/12/07,December,-8.9225,56.96582688,Winter
3825,6555,EW44528,120,121,122,03/12/07,December,-9.215,57.0440513,Winter
3826,6555,EW44528,120,121,122,03/12/07,December,-9.6375,57.52267722,Winter
3827,6555,EW44528,120,121,122,04/12/07,December,-9.3275,58.05642298,Winter
3828,6555,EW44528,120,121,122,04/12/07,December,-8.8175,58.30223086,Winter
3829,6555,EW44528,120,121,122,05/12/07,December,-9,58.47211778,Winter
3830,6555,EW44528,120,121,122,05/12/07,December,-9.84,58.79001506,Winter
3831,6555,EW44528,120,121,122,06/12/07,December,-10.5125,58.83403844,Winter
3832,6555,EW44528,120,121,122,06/12/07,December,-10.425,58.55405013,Winter
3833,6555,EW44528,120,121,122,07/12/07,December,-9.715,58.34092165,Winter
3834,6555,EW44528,120,121,122,07/12/07,December,-8.7875,58.1278829,Winter
3835,6555,EW44528,120,121,122,08/12/07,December,-8.425,58.12009428,Winter
3836,6555,EW44528,120,121,122,08/12/07,December,-9.125,58.38675499,Winter
3837,6555,EW44528,120,121,122,09/12/07,December,-9.635,57.96654065,Winter
3838,6555,EW44528,120,121,122,09/12/07,December,-9.1,57.15518353,Winter
3839,6555,EW44528,120,121,122,10/12/07,December,-8.615,57.17901209,Winter
3840,6555,EW44528,120,121,122,11/12/07,December,-8.9525,57.80435205,Winter
3841,6555,EW44528,120,121,122,11/12/07,December,-9.82,58.51362038,Winter
3842,6555,EW44528,120,121,122,12/12/07,December,-10.2925,58.94146023,Winter
3843,6555,EW44528,120,121,122,12/12/07,December,-10.23,58.98274283,Winter
3844,6555,EW44528,120,121,122,13/12/07,December,-10.1225,58.97164094,Winter
3845,6555,EW44528,120,121,122,13/12/07,December,-9.4425,59.12304468,Winter
3846,6555,EW44528,120,121,122,14/12/07,December,-7.9475,59.56115542,Winter
3847,6555,EW44528,120,121,122,14/12/07,December,-6.8475,59.98747811,Winter
3848,6555,EW44528,120,121,122,15/12/07,December,-6.1425,59.84790167,Winter
3849,6555,EW44528,120,121,122,15/12/07,December,-5,59.30710964,Winter
3850,6555,EW44528,120,121,122,16/12/07,December,-4.37,59.19396579,Winter
3851,6555,EW44528,120,121,122,16/12/07,December,-5.2675,59.506143,Winter
3852,6555,EW44528,120,121,122,17/12/07,December,-6.3775,59.12315271,Winter
3853,6555,EW44528,120,121,122,17/12/07,December,-6.005,58.11418849,Winter
3854,6555,EW44528,120,121,122,18/12/07,December,-5.1,57.79101149,Winter
3855,6555,EW44528,120,121,122,18/12/07,December,-4.7925,58.12027242,Winter
3856,6555,EW44528,120,121,122,19/12/07,December,-4.72,58.34210924,Winter
3857,6555,EW44528,120,121,122,19/12/07,December,-4.6925,58.42065282,Winter
3858,6555,EW44528,120,121,122,20/12/07,December,-4.7625,58.4849465,Winter
3859,6555,EW44528,120,121,122,20/12/07,December,-4.89,58.55171523,Winter
3860,6555,EW44528,120,121,122,21/12/07,December,-4.855,58.53728633,Winter
3861,6555,EW44528,120,121,122,21/12/07,December,-4.3025,58.47168225,Winter
3862,6555,EW44528,120,121,122,22/12/07,December,-3.4675,58.63706804,Winter
3863,6555,EW44528,120,121,122,22/12/07,December,-2.71,59.00879102,Winter
3864,6555,EW44528,120,121,122,23/12/07,December,-2.1325,59.45290221,Winter
3865,6555,EW44528,120,121,122,23/12/07,December,-2.26,59.34704685,Winter
3866,6555,EW44528,120,121,122,24/12/07,December,-2.785,58.35507423,Winter
3867,6555,EW44528,120,121,122,25/12/07,December,-3.01,57.66213915,Winter
3868,6555,EW44528,120,121,122,25/12/07,December,-2.8775,57.95460338,Winter
3869,6555,EW44528,120,121,122,27/12/07,December,-2.185,58.6654173,Winter
3870,6555,EW44528,120,121,122,28/12/07,December,-1.3075,58.8770221,Winter
3871,6555,EW44528,120,121,122,29/12/07,December,-0.895,58.55593827,Winter
3872,6555,EW44528,120,121,122,29/12/07,December,-1.0675,58.34367681,Winter
3873,6555,EW44528,120,121,122,30/12/07,December,-1.6,58.14830675,Winter
3874,6555,EW44528,120,121,122,30/12/07,December,-1.6025,58.47365978,Winter
3875,6555,EW44528,120,121,122,31/12/07,December,-1.1775,59.58165157,Winter
3876,6555,EW44528,120,121,122,01/01/08,January,-0.95,59.96851976,Spring
3877,6555,EW44528,120,121,122,01/01/08,January,-0.555,59.40840169,Spring
3878,6555,EW44528,120,121,122,02/01/08,January,-0.6175,59.16837487,Spring
3879,6555,EW44528,120,121,122,02/01/08,January,-1.6025,59.41069541,Spring
3880,6555,EW44528,120,121,122,03/01/08,January,-2.8025,59.57674922,Spring
3881,6555,EW44528,120,121,122,03/01/08,January,-3.545,59.6593676,Spring
3882,6555,EW44528,120,121,122,04/01/08,January,-3.3175,59.73974489,Spring
3883,6555,EW44528,120,121,122,04/01/08,January,-2.9725,59.53400516,Spring
3884,6555,EW44528,120,121,122,05/01/08,January,-2.7925,58.70824436,Spring
3885,6555,EW44528,120,121,122,05/01/08,January,-1.9725,57.47020777,Spring
3886,6555,EW44528,120,121,122,06/01/08,January,-1.96,57.06252963,Spring
3887,6555,EW44528,120,121,122,06/01/08,January,-3.055,57.77825517,Spring
3888,6555,EW44528,120,121,122,07/01/08,January,-2.9225,58.16028878,Spring
3889,6555,EW44528,120,121,122,07/01/08,January,-1.36,57.70805898,Spring
3890,6555,EW44528,120,121,122,08/01/08,January,-0.36,57.64220773,Spring
3891,6555,EW44528,120,121,122,08/01/08,January,-1.09,58.1581434,Spring
3892,6555,EW44528,120,121,122,09/01/08,January,-2.5325,58.03557547,Spring
3893,6555,EW44528,120,121,122,09/01/08,January,-2.855,57.46765543,Spring
3894,6555,EW44528,120,121,122,10/01/08,January,-1.755,57.31465789,Spring
3895,6555,EW44528,120,121,122,10/01/08,January,-0.4825,57.19060322,Spring
3896,6555,EW44528,120,121,122,11/01/08,January,-0.16,57.04058109,Spring
3897,6555,EW44528,120,121,122,11/01/08,January,-0.75,57.15993399,Spring
3898,6555,EW44528,120,121,122,12/01/08,January,-1.9425,57.37953019,Spring
3899,6555,EW44528,120,121,122,12/01/08,January,-2.8175,57.84922431,Spring
3900,6555,EW44528,120,121,122,13/01/08,January,-2.155,58.39528533,Spring
3901,6555,EW44528,120,121,122,13/01/08,January,-0.7725,58.51320715,Spring
3902,6555,EW44528,120,121,122,14/01/08,January,-0.015,58.5052251,Spring
3903,6555,EW44528,120,121,122,14/01/08,January,-0.26,58.60939766,Spring
3904,6555,EW44528,120,121,122,15/01/08,January,-1.085,58.36189517,Spring
3905,6555,EW44528,120,121,122,15/01/08,January,-1.8475,57.81043494,Spring
3906,6555,EW44528,120,121,122,16/01/08,January,-2.5325,57.30946129,Spring
3907,6555,EW44528,120,121,122,16/01/08,January,-2.83,56.94927656,Spring
3908,6555,EW44528,120,121,122,17/01/08,January,-2.7125,56.92947361,Spring
3909,6555,EW44528,120,121,122,17/01/08,January,-2.56,57.13584916,Spring
3910,6555,EW44528,120,121,122,18/01/08,January,-2.1025,57.14777735,Spring
3911,6555,EW44528,120,121,122,18/01/08,January,-1.47,56.85139422,Spring
3912,6555,EW44528,120,121,122,19/01/08,January,-1.395,56.64576143,Spring
3913,6555,EW44528,120,121,122,19/01/08,January,-1.6425,56.81578964,Spring
3914,6555,EW44528,120,121,122,20/01/08,January,-1.83,57.26162075,Spring
3915,6555,EW44528,120,121,122,20/01/08,January,-2.415,57.73629479,Spring
3916,6555,EW44528,120,121,122,21/01/08,January,-2.8675,57.56594958,Spring
3917,6555,EW44528,120,121,122,21/01/08,January,-2.235,56.87191562,Spring
3918,6555,EW44528,120,121,122,22/01/08,January,-1.33,56.87831536,Spring
3919,6555,EW44528,120,121,122,22/01/08,January,-1.0875,57.55165264,Spring
3920,6555,EW44528,120,121,122,23/01/08,January,-0.92,57.82708099,Spring
3921,6555,EW44528,120,121,122,23/01/08,January,-0.995,57.4679094,Spring
3922,6555,EW44528,120,121,122,24/01/08,January,-1.39,56.90508184,Spring
3923,6555,EW44528,120,121,122,26/01/08,January,-1.08,56.64512962,Spring
3924,6555,EW44528,120,121,122,26/01/08,January,-0.975,56.80253498,Spring
3925,6555,EW44528,120,121,122,27/01/08,January,-1.9125,56.88934346,Spring
3926,6555,EW44528,120,121,122,27/01/08,January,-2.795,56.95925464,Spring
3927,6555,EW44528,120,121,122,29/01/08,January,-2.4075,56.96067622,Spring
3928,6555,EW44528,120,121,122,29/01/08,January,-1.445,56.62952765,Spring
3929,6555,EW44528,120,121,122,30/01/08,January,-1.3525,56.82656502,Spring
3930,6555,EW44528,120,121,122,31/01/08,January,-1.2525,57.37181161,Spring
3931,6555,EW44528,120,121,122,31/01/08,January,-1.0475,57.31383946,Spring
3932,6555,EW44528,120,121,122,01/02/08,February,-1.395,56.95629215,Spring
3933,6555,EW44528,120,121,122,03/02/08,February,-1.5325,56.80773446,Spring
3934,6555,EW44528,120,121,122,03/02/08,February,-1.5225,57.05293163,Spring
3935,6555,EW44528,120,121,122,04/02/08,February,-1.925,57.64673601,Spring
3936,6555,EW44528,120,121,122,04/02/08,February,-2.78,58.38486977,Spring
3937,6555,EW44528,120,121,122,02/04/08,April,2.17,55.06259572,Spring
3938,6555,EW44528,120,121,122,02/04/08,April,1.875,56.06903401,Spring
3939,6555,EW44528,120,121,122,03/04/08,April,1.2,56.47481284,Spring
3940,6555,EW44528,120,121,122,03/04/08,April,0.7125,56.61363722,Spring
3941,6555,EW44528,120,121,122,04/04/08,April,0.615,56.48117601,Spring
3942,6555,EW44528,120,121,122,04/04/08,April,0.5375,56.35226458,Spring
3943,6555,EW44528,120,121,122,05/04/08,April,0.5575,56.66963733,Spring
3944,6555,EW44528,120,121,122,05/04/08,April,1.1125,57.26439568,Spring
3945,6555,EW44528,120,121,122,06/04/08,April,1.675,57.1964106,Spring
3946,6555,EW44528,120,121,122,06/04/08,April,0.81,56.84070291,Spring
3947,6555,EW44528,120,121,122,07/04/08,April,-1.08,56.93355186,Spring
3948,6555,EW44528,120,121,122,08/04/08,April,-1.965,56.68250928,Spring
3949,6555,EW44528,120,121,122,09/04/08,April,-2.05,56.02644396,Spring
3950,6555,EW44528,120,121,122,09/04/08,April,-2.4925,55.61273411,Spring
3951,6555,EW44528,120,121,122,10/04/08,April,-2.84,55.89466853,Spring
3952,6555,EW44528,120,121,122,10/04/08,April,-2.5,56.45741184,Spring
3953,6555,EW44528,120,121,122,12/04/08,April,-2.16,56.23851021,Spring
3954,6555,EW44528,120,121,122,13/04/08,April,-1.9625,56.03554155,Spring
3955,6555,EW44528,120,121,122,13/04/08,April,-1.8325,56.47243962,Spring
3956,6555,EW44528,120,121,122,14/04/08,April,-2.5325,56.75621519,Spring
3957,6555,EW44528,120,121,122,14/04/08,April,-3.4775,56.53997547,Spring
3958,6555,EW44528,120,121,122,15/04/08,April,-3.51,56.26329991,Spring
3959,6555,EW44528,120,121,122,15/04/08,April,-3.2175,56.48597045,Spring
3960,6555,EW44528,120,121,122,16/04/08,April,-3.4725,56.97618227,Spring
3961,6555,EW44528,120,121,122,16/04/08,April,-3.58,57.2500443,Spring
3962,6555,EW44528,120,121,122,17/04/08,April,-3.3875,56.95936702,Spring
3963,6555,EW44528,120,121,122,17/04/08,April,-3.8075,56.42163489,Spring
3964,6555,EW44528,120,121,122,18/04/08,April,-4.2775,56.61157923,Spring
3965,6555,EW44528,120,121,122,18/04/08,April,-3.9975,57.44738338,Spring
3966,6555,EW44528,120,121,122,19/04/08,April,-3.7675,57.88584931,Spring
3967,6555,EW44528,120,121,122,19/04/08,April,-3.825,57.78908522,Spring
3968,6555,EW44528,120,121,122,20/04/08,April,-3.8625,57.51832285,Spring
3969,6555,EW44528,120,121,122,20/04/08,April,-3.9875,57.17530648,Spring
3970,6555,EW44528,120,121,122,21/04/08,April,-3.7725,57.07688444,Spring
3971,6555,EW44528,120,121,122,21/04/08,April,-3.4,57.37681082,Spring
3972,6555,EW44528,120,121,122,22/04/08,April,-3.61,57.73959701,Spring
3973,6555,EW44528,120,121,122,22/04/08,April,-3.6275,57.80128752,Spring
3974,6555,EW44528,120,121,122,23/04/08,April,-3.355,57.19067181,Spring
3975,6555,EW44528,120,121,122,23/04/08,April,-3.6825,56.95329784,Spring
3976,6555,EW44528,120,121,122,24/04/08,April,-3.4825,57.75544451,Spring
3977,6555,EW44528,120,121,122,25/04/08,April,-2.6725,57.65903023,Spring
3978,6555,EW44528,120,121,122,25/04/08,April,-3.01,56.09983228,Spring
3979,6555,EW44528,120,121,122,28/04/08,April,-3.99,56.91668487,Spring
3980,6555,EW44528,120,121,122,29/04/08,April,-4.275,56.68495779,Spring
3981,6555,EW44528,120,121,122,29/04/08,April,-4.2925,56.5469089,Spring
3982,6555,EW44528,120,121,122,30/04/08,April,-3.845,56.42696966,Spring
3983,6555,EW44528,120,121,122,30/04/08,April,-2.89,56.59615505,Spring
2302,6539,EW44532,123,124,125,16/07/07,July,-2.74,56.32246393,Autumn
2303,6539,EW44532,123,124,125,16/07/07,July,-2.2875,56.21131882,Autumn
2304,6539,EW44532,123,124,125,17/07/07,July,-1.6375,56.09567108,Autumn
2305,6539,EW44532,123,124,125,17/07/07,July,-1.035,55.59219019,Autumn
2306,6539,EW44532,123,124,125,18/07/07,July,-0.655,54.91989811,Autumn
2307,6539,EW44532,123,124,125,19/07/07,July,-0.615,54.90843415,Autumn
2308,6539,EW44532,123,124,125,19/07/07,July,-0.3525,55.42980351,Autumn
2309,6539,EW44532,123,124,125,20/07/07,July,-0.36,55.70906048,Autumn
2310,6539,EW44532,123,124,125,20/07/07,July,-0.625,55.59776625,Autumn
2311,6539,EW44532,123,124,125,21/07/07,July,-0.27,55.35878231,Autumn
2312,6539,EW44532,123,124,125,21/07/07,July,-0.535,55.28108859,Autumn
2313,6539,EW44532,123,124,125,22/07/07,July,-1.785,55.64592557,Autumn
2314,6539,EW44532,123,124,125,22/07/07,July,-2.5,56.60713007,Autumn
